ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
47092895,Maven,com.twitter:scrooge-runtime_2.9.2,375541,3.3.2,1997722,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47099995,Maven,geronimo:upgrade-cli,375809,1.1,1999753,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
45215387,Maven,org.apache.httpcomponents:httpcore-ab,375941,4.2,2000747,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47114889,Maven,org.hbasene:hbase-core,376155,0.20.4,2002389,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47130186,Maven,geronimo:client-system,376507,1.0,2005249,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47148477,Maven,openejb:openejb-builder,376965,2.0-G1M5,2008700,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47160722,Maven,edu.mit.simile:jpeg2rdf,377173,1.1,2010314,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47173803,Maven,com.ovea.tajin.server:tajin-server-core,377512,1.0.b1,2012957,commons-cli:commons-cli,Maven,provided,FALSE,1.1,642518
47179590,Maven,de.androbit:raml-converter,377718,0.1,2014252,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45297891,Maven,org.apache.hive:hive-metastore,377831,0.10.0,2738659,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47189648,Maven,org.codehaus.gant:gant_groovy1.6,378184,1.5.0,2017630,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
47191649,Maven,com.saucelabs:ci-sauce,378211,1.100,3720878,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47198060,Maven,org.codehaus.sonar-plugins:sonarncss,378434,0.1,2019404,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47209937,Maven,org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client,378729,2.3.0_1,2021404,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47212330,Maven,org.clueweb:clueweb-tools,378769,0.1,2021791,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47218245,Maven,com.vaadin:vaadin-buildhelpers,379051,7.2.0,3724065,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47233778,Maven,net.sourceforge.jeuclid:jeuclid-core,379461,3.1.0,2026732,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46242422,Maven,net.sf.jgap:jgap,379693,3.4.4,2028394,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47275528,Maven,org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-core,380795,0.20.203.0_1,2036735,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47279683,Maven,org.kohsuke.droovy:groovy,380873,1.6.3-kohsuke-1,2037283,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47292880,Maven,nl.systemsgenetics:GeneticRiskScoreCalculator,381342,0.0.1,2040691,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47293098,Maven,org.apache.qpid:qpid-broker,381367,0.14,2040893,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
45291807,Maven,com.rabbitmq:amqp-client,381390,1.3.0,2200814,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47304011,Maven,commons-jelly:commons-jelly-tags-junit,381733,20040902.064627,2043505,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47307805,Maven,com.buschmais.jqassistant.scm:jqassistant.scm.cli,381942,1.0.0,3735339,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47307962,Maven,groovy:groovy-1.0-jsr,381946,01,2045063,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47320231,Maven,org.apache.maven.doxia:doxia-converter,382625,1.0,2050074,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47331931,Maven,net.sf.barcode4j:barcode4j-fop-ext-0.20.5-complete,382929,2.0,2052536,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47335383,Maven,de.vandermeer:svg2emf,383116,1.0.0,2053627,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47349536,Maven,com.rockagen:commons-lib,383483,0.1.10-RELEASE,3740527,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47353070,Maven,org.apache.tuscany.sca:tuscany-node-launcher,383599,2.0,2057333,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47353339,Maven,commons-jelly:commons-jelly-tags-validate,383609,20040902.073836,2057405,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47374163,Maven,net.myrrix:myrrix-client,384471,0.4,2063966,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
52090411,Maven,com.cronutils:cron-utils,384569,6.0.0,9691634,commons-cli:commons-cli,Maven,runtime,FALSE,1.4,642518
47392770,Maven,com.puppycrawl.tools:checkstyle,385027,5.2,2068077,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47397753,Maven,org.eclipse.birt.runtime.3_7_1:org.eclipse.birt.runtime,385190,3.7.1,2069215,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47411520,Maven,com.testingbot:TestingBotTunnel,385584,1.0,2072373,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45221637,Maven,com.github.ptgoetz:stemshell,385655,0.1.0,2072887,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47425437,Maven,net.sourceforge.segment:segment,386146,1.4.0,2076033,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47444727,Maven,com.google.code.maven-play-plugin.com.asual.lesscss:lesscss-engine,386817,1.3.0-20120408,2080495,commons-cli:commons-cli,Maven,provided,FALSE,1.2,642518
47445362,Maven,org.apache.juddi:uddi-migration-tool,386859,3.2.0,2080835,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47449240,Maven,org.apache.helix:helix-core,386986,0.6.0-incubating,2081685,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47451866,Maven,commons-jelly:commons-jelly-tags-jmx,387149,20040902.073310,2082832,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47454043,Maven,com.twitter:scrooge-runtime_2.10,387241,3.3.2,2083479,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47458945,Maven,org.bitbucket.bradleysmithllc.etlunit:core,387404,1.6.10,2084868,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47470917,Maven,org.cethos.tools:ninebatch,387775,1.1,2087477,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46561780,Maven,org.apache.maven.plugins:maven-site-plugin,388466,2.0-beta-1,2092671,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
47499609,Maven,org.gridgain:gridgain-platform,388499,6.0.2,2092888,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47500767,Maven,com.github.livesense:jodconverter-core,388536,1.0.3,2093127,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47505781,Maven,com.googlecode.foresite-toolkit:foresite,388680,0.9,2094061,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47514032,Maven,commons-jelly:commons-jelly-tags-quartz,389058,20040902.073433,2097028,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47524046,Maven,openejb:openejb-core,389368,2.0-G1M5,2099308,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47538476,Maven,net.mindengine:galen,389860,0.10.0,3764381,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45325544,Maven,net.sf.jnrpe:jnrpe-lib,389998,1.0.1-beta-01,2103836,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47543110,Maven,com.bah.lucene:lucene-hdfs-directory,390042,0.3.0,2104210,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47545013,Maven,org.apache.tika:tika-server,390115,1.10,3765253,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47549489,Maven,org.eclipse.xtext:org.eclipse.xtext.xtext,390357,2.5.0,2106336,commons-cli:commons-cli,Maven,runtime,FALSE,${commons-cli.version},642518
45292118,Maven,org.codehaus.groovy:groovy,390430,1.1-beta-2,3766287,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
47551618,Maven,com.alexkasko.krakatau:krakatau-cli,390486,1.0,2107312,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47553014,Maven,com.netflix.eureka2:eureka-server,390576,2.0.0-DP1,2107802,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47553149,Maven,com.googlecode.etl-unit:etlunit-core,390583,1.6.0,2107877,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47555530,Maven,com.googlecode.ssd-utils:java-launcher,390663,0.0.1,2108464,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47555854,Maven,org.sculptorgenerator:sculptor-generator-library,390681,3.0.0,2108615,commons-cli:commons-cli,Maven,compile,FALSE,1.1,642518
47564295,Maven,org.codehaus.jtstand:jtstand-ui,390920,1.0,3354969,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47586732,Maven,de.skiptag.roadrunner:roadrunner-vertx,391744,0.1,2115916,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47591662,Maven,com.github.riccardove.easyjasub:easyjasub-cmd,391983,0.1.0,2117533,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
176018586,Maven,org.apache.cassandra:apache-cassandra,391998,0.7.10,3773241,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47592738,Maven,com.github.axet:lookup,392049,0.0.1,5535993,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47598793,Maven,com.adaptrex:adaptrex-tools,392100,1.0-Alpha2,2118279,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47604688,Maven,org.mitre:json-web-key-generator,392207,0.1,2119076,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47606585,Maven,io.sightly:io.sightly.tck,392255,1.0.0,2119387,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47623801,Maven,org.bonitasoft.engine:bonita-server,392920,7.4.0,8751583,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47639519,Maven,org.apache.maven:maven-core,393502,2.0,4972544,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47644931,Maven,directory-clients:ldap-clients,393706,0.9,2129915,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47654149,Maven,uk.ac.ebi.gxa:atlas-test,393991,2.0-rc1,2132119,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47654240,Maven,org.kaazing:robot.junit,393998,0.0.0.2,2132162,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47658453,Maven,groovy:groovy,394196,1.0,2133353,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47658879,Maven,edu.vt.middleware:vt-crypt,394197,2.1.1,2133378,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47666178,Maven,org.codehaus.gant:gant_groovy1.7,394442,1.5.0,2135297,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
47667947,Maven,org.grouplens.lenskit:lenskit-eval,394502,1.1,2135737,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47673746,Maven,org.hammurapi:hammurapi-db,394723,3.17.0,2137311,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47674683,Maven,org.akhikhl.gretty:gretty-runner,394799,1.1.0,2137913,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47677150,Maven,org.jumpmind.symmetric:symmetric,394875,1.4.0,5544512,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
45328515,Maven,org.ldaptive:ldaptive,394885,1.0,2138749,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47687271,Maven,org.springframework.ldap:spring-ldap-odm,395117,1.3.2.RELEASE,2140265,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47687839,Maven,org.bitbucket.t1ck:t1ck-notify_2.9.1,395138,0.1.0,2140408,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47691509,Maven,com.asual.lesscss:lesscss-engine,395331,1.3.0,2141684,commons-cli:commons-cli,Maven,provided,FALSE,1.2,642518
47705259,Maven,commons-jelly:commons-jelly-tags-avalon,395806,20040902.071300,2145114,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47713696,Maven,com.github.cflint:CFLint,396168,0.10.0,7789173,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47719186,Maven,org.gridgain:gridgain-hpc,396368,6.1.5,2149422,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47723307,Maven,eu.socialsensor:multimedia-indexing,396516,0.2,2150368,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47724771,Maven,com.github.widebase:widebase-plant_2.9.1,396556,0.2.2,2150637,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47725285,Maven,com.mgmtp.perfload:perfload-perfmon,396598,2.2,2150899,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47739213,Maven,com.googlecode.linkedin-j:linkedin-j-examples,397025,1.0.416,2154056,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47739840,Maven,com.woorea:openstack-console,397044,3.0.0,2154205,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45294765,Maven,org.apache.hive:hive-cli,397105,0.10.0,5548560,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47743665,Maven,org.hbasene:hadoop-core,397194,0.20.2-with-200-826,2155439,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47743729,Maven,com.plausiblelabs.warwizard:warwizard-core,397202,0.4.5,2155503,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47744244,Maven,org.wikibrainapi:wikibrain-loader,397241,0.0.1,2155909,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47753275,Maven,org.jcoderz.fawkez:fawkez-commons,397492,2.0.0,5548735,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
47753417,Maven,commons-jelly:commons-jelly-tags-define,397511,20030211.142932,5548849,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47764671,Maven,me.jaimegarza:syntax,397886,4.0.0,4954357,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47766113,Maven,com.capgemini.platina.maven.release:maven-release-manager,397990,1.0-platina-1,5551386,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47774624,Maven,be.dnsbelgium:rdap-client,398283,0.3.3,4771522,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47776420,Maven,net.peachjean.overeasy:overeasy,398323,0.1.0,5553230,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47780908,Maven,com.stanfy.helium:command-line,398455,0.5.2,5553769,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47795524,Maven,net.ripe.rpki:rpki-validator-cli,399101,2.10,4855396,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47803073,Maven,edu.usf.cims:cas-server-extension-token,399332,0.6.0,4969393,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47803561,Maven,com.twitter:parquet-tools,399362,1.4.0,3897830,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47804155,Maven,org.apache.tuscany.sca:tuscany-composite-diagram,399397,2.0,5558851,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47828196,Maven,org.wiztools.wizcrypt:wizcrypt,400337,2.1,5563540,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
47829341,Maven,org.apache.servicemix.bundles:org.apache.servicemix.bundles.hbase,400418,0.90.4_1,5565464,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47844613,Maven,commons-jelly:commons-jelly-tags-ant,400716,1.1,5565631,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47874889,Maven,org.commonjava.aprox.embed:aprox-embedder-easyprox,401750,0.18.0,5572403,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47888173,Maven,org.codehaus.griffon:griffon-cli,402159,0.9.2,5574618,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47890918,Maven,com.springrts.springls:springls,402246,0.36,5574723,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
156255638,Maven,org.apache.uima:uima-ducc-parent,402519,1.0.0,5576350,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47905831,Maven,org.apache.bookkeeper:bookkeeper-benchmark,402888,4.1.0,4948467,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47913942,Maven,edu.stanford.protege:org.protege.owl.server,403128,2.0.5,5579622,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47918630,Maven,org.rhq:rhq-cassandra-installer,403381,4.10.0,4952088,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47920934,Maven,htmlunit:htmlunit,403410,1.3,4990597,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47927609,Maven,cz.muni.fi.mathml:mathml-converter,403639,1.5,5582560,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47928625,Maven,org.openbel:org.openbel.framework.tools,403699,2.0.0,5582732,commons-cli:commons-cli,Maven,runtime,FALSE,${commons-cli.version},642518
47933199,Maven,nl.systemsgenetics:eqtl-functional-enrichment,403800,0.0.1,4846337,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47934085,Maven,edu.umd:cloud9,403824,1.2.10,4796817,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
85284323,Maven,com.netflix.priam:priam-cass-extensions,403906,1.1.51,5484559,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47937626,Maven,org.solovyev.android:calculatorpp-core,403925,1.6.3-a,5584136,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
85446581,Maven,com.twitter:scrooge-generator_2.10,404447,17.10.0,14498212,commons-cli:commons-cli,Maven,runtime,FALSE,1.3.1,642518
47966435,Maven,org.graphchi:graphchi-java_2.11,404509,0.2.1,4930054,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47982164,Maven,com.milaboratory:mitcr,405039,1.0,4890244,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47982430,Maven,org.spark-project.hive:hive-cli,405051,0.13.1,4915020,commons-cli:commons-cli,Maven,runtime,FALSE,${commons-cli.version},642518
47995800,Maven,com.tkruse.gradle:gradle-groovysh-plugin,405556,0.3.0,2187630,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47997170,Maven,org.apache.felix:org.apache.felix.ipojo.ant,405632,1.10.0,5593724,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48009042,Maven,jardiff:jardiff,405874,0.1,4914854,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48015662,Maven,org.mule.modules:mule-module-boot,406152,2.0-M1,4940506,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48018239,Maven,com.digitalpebble.behemoth:behemoth-tika,406257,1.0,5597301,org.apache.mahout.commons:commons-cli,Maven,runtime,FALSE,2.0-mahout,354417
48019555,Maven,nl.systemsgenetics:Genotype-IO,406337,1.0.0,5597857,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48024834,Maven,org.apache.marmotta:ldpath-backend-linkeddata,406503,3.0.0-incubating,4871426,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48032281,Maven,nanocontainer:nanocontainer-booter,406674,1.0,5600157,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48048003,Maven,com.revolsys.open:com.revolsys.open.core,407156,0.20160922.121113-CPF_5_0_0-RELEASE,9287152,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48063235,Maven,org.bitbucket.t1ck:t1ck-notify_2.9.2,407641,0.1.1,5605500,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
48070138,Maven,com.selesse:jxlint,407886,1.3.0,4791830,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
45235035,Maven,net.sf.jnrpe:jcheck_nrpe,408138,2.0.3,5607655,org.apache.mahout.commons:commons-cli,Maven,runtime,FALSE,2.0-mahout,354417
45236218,Maven,org.broadleafcommerce:broadleaf-paypal,408294,2.0.0-GA,4990177,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
48088940,Maven,com.netflix.suro:suro-server,408466,0.2.1,6323539,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
48092285,Maven,org.codehaus.plexus:plexus-component-metadata,408556,1.0.0,5610160,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48097690,Maven,nanocontainer:nanocontainer,408815,1.0,5610919,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48105241,Maven,org.owasp:dependency-check-core,409142,1.0.0,4940749,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48111939,Maven,com.crawljax:crawljax-web,409332,3.5,4790222,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48120396,Maven,org.codehaus.gant:gant,409577,1.0.0,5614942,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48120471,Maven,org.timen:timen,409581,1.0.13,4818616,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48121903,Maven,org.drombler.commons:drombler-commons-client-docking,409643,0.3,5615345,${project.groupId}:drombler-commons-client-core,Maven,runtime,FALSE,${project.version},
48129693,Maven,com.shankyank.jni:jni-loader,410012,0.1,5617591,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48138290,Maven,org.everit.osgi.dev:org.everit.osgi.dev.lqmg,410390,2.0.0,4980580,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48146591,Maven,br.com.caelum.tubaina:tubaina,410646,1.1.0,4913187,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
48157803,Maven,com.googlecode.jgenhtml:jgenhtml,411106,1.5,5622839,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48182203,Maven,org.carrot2:morfologik-stemming-nodict,411787,1.2.2,5626916,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48184294,Maven,net.sourceforge.jeuclid:jeuclid-foprep,411870,2.9.8,4971117,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48191454,Maven,nl.systemsgenetics:Genotype-Harmonizer,412067,1.4.11,4973594,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48197721,Maven,org.gridgain:gridgain-hadoop1,412254,6.0.2,5629524,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48223899,Maven,net.diibadaaba.zipdiff:zipdiff,413099,1.0,5634408,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48224278,Maven,com.twitter:scrooge_2.10,413113,3.3.2,4995878,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48231567,Maven,com.findwise.hydra:hydra-examples,413318,0.3.1,4768810,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48247307,Maven,com.github.widebase:widebase-notify_2.9.2,413712,0.3.0,5637589,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48249791,Maven,org.jbpm:report-core,413766,1.0.0.Beta1,5637860,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48258528,Maven,commons-jelly:commons-jelly-tags-interaction,414069,1.1,5640124,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48258599,Maven,com.nathanaelrota.cmmi.maven.requirements:requirements-plugin,414084,2.2.0,5640213,commons-cli:commons-cli,Maven,provided,FALSE,1.1,642518
48259071,Maven,org.makumba:makumba,414116,0.8.2.6,5640458,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48266790,Maven,com.pavelvlasov:jsel-db,414271,1.10,4913446,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48296360,Maven,com.opensearchserver:oss-text-extractor,414995,1.0.0,4895607,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48310757,Maven,com.taobao.metamorphosis:metamorphosis-server,415228,1.4.0,4838651,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48311346,Maven,org.apache.airavata:apache-airavata-server,415254,0.12,4825162,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48317718,Maven,org.bitbucket.bradleysmithllc.etlunit:etlunit-core,415469,1.8.18,5652104,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
48323241,Maven,uk.co.grahamcox.spring-cli:spring-cli,415530,0.6,5000219,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45243857,Maven,com.jimmoores:quandl,415816,0.8.1,4342799,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48336086,Maven,com.soulgalore:crawler,415829,1.3,4829010,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
48338036,Maven,com.sencha.gxt:gxt-themebuilder,415909,3.1.0,4842642,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48339401,Maven,org.eiichiro.ash:ash-java,415945,0.0.1,4870908,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48342447,Maven,com.github.jpbetz:cli-util,416104,1.0,4870636,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48358782,Maven,com.twitter:scrooge_2.9.2,416747,3.3.2,5657027,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48359411,Maven,org.objectweb.proactive:proactive-programming-mao-bundle,416807,12,5656703,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48385839,Maven,de.akquinet.gomobile.android.rindirect:rindirect-generator,417602,0.4.0,5660662,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48386843,Maven,com.googlecode.icegem:icegem-cache-utils,417638,0.8.4,5660972,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48387369,Maven,org.fusesource.maven.doxia:doxia-converter,417650,1.2,5660901,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
48389474,Maven,com.google.code.maven-play-plugin.org.apache.hadoop:hadoop-core,417744,0.20.2-with-200-826,5661323,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48389660,Maven,net.peachjean.confobj:config-objects,417760,0.1.0,4835461,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
48394967,Maven,de.vandermeer:skb-commons,417940,0.0.1,4884811,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48395082,Maven,org.spark-project.hive:hive-metastore,417949,0.13.1,5663486,commons-cli:commons-cli,Maven,runtime,FALSE,${commons-cli.version},642518
48395717,Maven,net.sf.jcgrid:jcgrid,417986,0.05,5662429,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
48408724,Maven,com.github.oboehm:gdv-xport,418437,0.7.0,6331529,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48409220,Maven,com.github.houbie:lesscss,418474,0.7-less-1.4.1,4853592,commons-cli:commons-cli,Maven,optional,FALSE,1.2,642518
48409298,Maven,com.ovea:tajin-util,418482,1.57.ga,5664893,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
48409955,Maven,org.apache.stratos:org.apache.stratos.cli,418526,3.0.0-incubating,4816536,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
78487910,Maven,org.apache.hbase:hbase,418735,0.90.0,4854719,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
